text,label,source
if a cute bitch fucks with a lame nigger she automatically becomes 10 times less attractive in my eyes,1,davidson
"if a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch",1,davidson
if a nigger in nap can fuck my bitch that mean she lame for fuckin a lame.. all deez niggas here corny asl,1,davidson
if a nigger is watching love and hiphop instead of the playoffs he gay denna bitch,1,davidson
if a nigger phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number hundred points smirking face,1,davidson
"if a spic ever talks to a white person and the white person kills them, it's self defense.",2,davidson
if a teacher gave me some pussy in elementary school i got to tell somebody.,1,davidson
"if a teacher tried to throw me some pussy when i was in school, nigger i ain't sayin shit",1,davidson
if anxiety was a person i'd kill that bitch so fuckin fast.,1,davidson
if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back ok hand ok hand,1,davidson
if anyone wants to bring me a sweet tea to my party.. that'd make my bday perfect.. well that and cracker barrel smiling face with heart-eyes smiling face with heart-eyes,0,davidson
"if anything i've ever said has offended you, that's a you problem not a me problem. don't be such a little bitch.",1,davidson
"if eating the pussy makes you happy, i'm all for it. )",1,davidson
"if ever sports seemed scripted , this ending to this yankee game proved it",0,davidson
"if everybody already hit, of course a nigger can't take you seriously.. idk why hoes be so surprised..",1,davidson
"if her bio says ""only god can judge me"" she's a hoe.",1,davidson
if her mom was/is a hoe then she's most likely a hoe too. where do you think she learned it from?,1,davidson
if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,1,davidson
if i fucked her i know every niggah want her.,1,davidson
"if i straighten my hair, it's gonna be long and the hoes gonna hate weary face face with tears of joy face with tears of joy",1,davidson
if i was to get a rich girl so be it. at least she likes me. she saw something in me you hoes didn't see,1,davidson
if i wasn't a yankee fan i probably would be a sf giants fan lol,0,davidson
"if it wasn't for this blanket, my nips would be harder than the search for anne frank..",1,davidson
if joining the army gets you bitches then to the army i go.,1,davidson
"if luke hemmings really thinks they're trash, i must be fucking dirt bc you boys are beautiful dammit",1,davidson
"if my anger materialized, it would be a fucking atom bomb to blow this bitch up.",1,davidson
"if my bf posts a pic of my daughter, just like it and keep scrolling. your comments aren't necessary. yes bitch, i know she's cute.",1,davidson
if my bitch wear a bacon bra..im taking that ass to funky town,1,davidson
if my friends don't wanna hangout my automatic response is to call them a bitch. whoops.,1,davidson
if my tweets hit too close to home why you subbing me lil stupid ass bitch? check ya own fucking self issues lil bitch.,1,davidson
"if not for gz, trayvon would be alive right this second.. smoking a bowl and tweeting about ""bitches and hoes"". such a nice kid he was..",1,davidson
if not then you are a coward and afraid showing you have no faith..just another devils bitch..,1,davidson
if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis,0,davidson
if only everyone knew the real you..fakest bitch i know,1,davidson
if only my new local mall wasn't so ghetto,1,davidson
if only you bitches really knew,1,davidson
if pussy lips could talk ill go down there like it's whispering,1,davidson
if she a hoe i'm a hoe.,1,davidson
if she a hoe on social media she a hoe in real life too,1,davidson
if she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material,1,davidson
"if she aint talkin to you , then who she talking to ? cus you know bitches cant stop talking trust issues",1,davidson
if she dont appreciate that and say yes. the bitch aint real.,1,davidson
if she hates being kissed in the mouth she a hoe.tell me different.,1,davidson
"if she know yo name way before you meet her, then dat bitch a eatta!",1,davidson
"if she makes a good sandwhich and she give a good blowy, wife dat hoe up. that way you can eat while she eatting",1,davidson
if she wears these to dinner then she's paying for her own food because im treating that bitch like a stranger..,1,davidson
"if she'll tell you she's a ""badd bitch"" then listen.she's bad for your health!",1,davidson
"if some one isn't an anglo-saxon protestant, they have no right to be alive in the us. none at all, they are foreign filth.",2,davidson
if someone is part of 'james x' then he's a white trash cultist.,2,davidson
"if someone pushes you too hard today, they may be surprised ho.. more for capricorn",0,davidson
"if that pussy aint organic, preservative free, no growth hormones, fresh, usda approved, i aint fuckin with it.",1,davidson
"if that pussy don't come with head, i don't want it!!",1,davidson
if that's yo hoe .. that's my hoe 2,1,davidson
if thats what yall hoes want then fuck it.,1,davidson
"if the get dempster, they just look like they're getting older. smh bring some youth!! mlb",0,davidson
"if the yankees can't beat the red sox, they don't even deserve to be in the playoffs yankees redsox mlb",0,davidson
"if the crust ain't graham cracker, keep that pie",0,davidson
"if the only thing she talks about is her eyebrows, she got forest pussy.",1,davidson
if the servers for black ops 2 acts gay today this is my bitch fo the nite,1,davidson
"if the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round",1,davidson
if the world was free of sucka free it would be just me and my nigs left,1,davidson
if them niggas pussy we douche em we clean em out,1,davidson
if these hoes ain't lying about being fat they hiding a backpage profile some where..,1,davidson
if this bitch don't turn crash in enraged face oncoming fist water pistol,1,davidson
if this bitch hangs up on me one more time..,1,davidson
if this bitch new the amount of shit i spoke bout her on my twittah lol,1,davidson
if train officers that are wearing body armor stand back to watch the smoke clear. why does every gun ho wanna be..,0,davidson
if u a bad bitch enjoy ya day,1,davidson
if u a bitch an i hadd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol,1,davidson
if u ain't fucking u ain't sucking wat u doin hoe cat with wry smile,1,davidson
if u bad niggas a really play nice to get to the pussy then.. that ass gone face with tears of joy,1,davidson
if u expect me to stop playin with niggas but u playin widd bitches i can't deal,1,davidson
if u got yo shit pulled upp past yo bellybutton you are too old for yoga pants bitch it aint 1983,1,davidson
if u know this bitch u know ur mexican,1,davidson
if u not talking bout money or weed bitch i don't even wanna talk to you.,1,davidson
"if ur bitch starts fukin yappin tae, ill make sure i break something vital. warning call polis with hazard that results in permanent damage",1,davidson
if viagra was for bitches it'd be called niagra,1,davidson
"if we get any trick of treaters i will be giving out android advice. so.. stop on in, faggots",1,davidson
if y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,1,davidson
"if yall niggas gon be gay, why yall gotta be so over the top? dressing up in bitch shit that women wouldnt even dare wear. smh.",1,davidson
if yer gonna continue to be a contrarian bitch.. go die then. i've no time for such trifling!,2,davidson
"if yo name wus in this song you wus a hoe then, & a overgrown thot now..",1,davidson
"if yo nigger catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. you still give him pussy ladies?",1,davidson
"if yo pussy good my ""pullout"" game weak!!",1,davidson
"if you like chocolate or sodapop and you tweet bad about happy columbus day..you are a fuckin"" retard hypocrite>",1,davidson
"if you a bad bitch, put ya hands up high",1,davidson
if you a hoe ima treat you like one just like if you're a good girl ima treat you like one. i don't discriminate,0,davidson
if you a top notch bitch lemme here you holler. (,1,davidson
if you act like a fucking retard when your high it's over mane stay away from me.,1,davidson
if you ain't stevie j's bitch of course you'll call him the scum of the earth.his bitches hooked while they're upset though.,1,davidson
"if you ain't a hoe, get up out my trap house .",1,davidson
if you ain't ma bro you better watch yo bitch face with tears of joy face with tears of joy face with tears of joy ok hand borrow yo hoe introduce ma pimp !,1,davidson
if you ain't my bro.. your bitch single in my eyes face with tears of joy flexed biceps,1,davidson
"if you ain't sucking dick, why you sitting there with puckered lips? that's collagen, muhfuckin bitch",1,davidson
"if you are descended from anything less than european nobility and/or royalty, then you are non-titled common gutter trash.",0,davidson
if you are out clubbing every weekend and leaving your child with your baby momma i don't wanna hear you bitch about child support. frog hot beverage,1,davidson
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash.,1,davidson
if you ask me every bitch gay,1,davidson
if you attractive people just gone up and assume you got hoes,1,davidson
if you ballin then buy ya bitch something,1,davidson
if you balling buy yo bitch somethin,1,davidson
if you body count more then mine you a hoe js.,1,davidson
if you can't turn instagram likes/follows into some real life shit trash,1,davidson
if you didn't have tattoos as a diversion for your bird chest and malnourished body sir.. your instagram would be trash,0,davidson
if you don't fuck with your either a) slackin b) a turd burgular c) a pussy face. or d) all of the above which is it ?,1,davidson
"if you don't know what yo bitch doing tuat ain't you bitch, im just sayin.",1,davidson
